2026-02-17 11:28:12.095 | INFO     | app.agent.base:run:140 - Executing step 1/200
2026-02-17 11:28:12.391 | ERROR    | app.llm:ask_tool:812 - OpenAI API error: Error code: 400 - {'error': {'message': 'Invalid max_tokens value, the valid range of max_tokens is [1, 8192]', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
2026-02-17 11:28:12.391 | ERROR    | app.llm:ask_tool:818 - API error: Error code: 400 - {'error': {'message': 'Invalid max_tokens value, the valid range of max_tokens is [1, 8192]', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
2026-02-17 11:28:13.469 | ERROR    | app.llm:ask_tool:812 - OpenAI API error: Error code: 400 - {'error': {'message': 'Invalid max_tokens value, the valid range of max_tokens is [1, 8192]', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
2026-02-17 11:28:13.469 | ERROR    | app.llm:ask_tool:818 - API error: Error code: 400 - {'error': {'message': 'Invalid max_tokens value, the valid range of max_tokens is [1, 8192]', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
2026-02-17 11:28:15.104 | ERROR    | app.llm:ask_tool:812 - OpenAI API error: Error code: 400 - {'error': {'message': 'Invalid max_tokens value, the valid range of max_tokens is [1, 8192]', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
2026-02-17 11:28:15.104 | ERROR    | app.llm:ask_tool:818 - API error: Error code: 400 - {'error': {'message': 'Invalid max_tokens value, the valid range of max_tokens is [1, 8192]', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
2026-02-17 11:28:18.581 | ERROR    | app.llm:ask_tool:812 - OpenAI API error: Error code: 400 - {'error': {'message': 'Invalid max_tokens value, the valid range of max_tokens is [1, 8192]', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
2026-02-17 11:28:18.581 | ERROR    | app.llm:ask_tool:818 - API error: Error code: 400 - {'error': {'message': 'Invalid max_tokens value, the valid range of max_tokens is [1, 8192]', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
2026-02-17 11:28:23.654 | INFO     | app.agent.base:run:140 - Executing step 1/200
2026-02-17 11:28:23.886 | ERROR    | app.llm:ask_tool:812 - OpenAI API error: Error code: 400 - {'error': {'message': 'Invalid max_tokens value, the valid range of max_tokens is [1, 8192]', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
2026-02-17 11:28:23.886 | ERROR    | app.llm:ask_tool:818 - API error: Error code: 400 - {'error': {'message': 'Invalid max_tokens value, the valid range of max_tokens is [1, 8192]', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
2026-02-17 11:28:24.960 | ERROR    | app.llm:ask_tool:812 - OpenAI API error: Error code: 400 - {'error': {'message': 'Invalid max_tokens value, the valid range of max_tokens is [1, 8192]', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
2026-02-17 11:28:24.960 | ERROR    | app.llm:ask_tool:818 - API error: Error code: 400 - {'error': {'message': 'Invalid max_tokens value, the valid range of max_tokens is [1, 8192]', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
2026-02-17 11:28:25.299 | ERROR    | app.llm:ask_tool:812 - OpenAI API error: Error code: 400 - {'error': {'message': 'Invalid max_tokens value, the valid range of max_tokens is [1, 8192]', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
2026-02-17 11:28:25.299 | ERROR    | app.llm:ask_tool:818 - API error: Error code: 400 - {'error': {'message': 'Invalid max_tokens value, the valid range of max_tokens is [1, 8192]', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
